instrument,timeframe,t,side,zone_width_atr,rejected,mfe_atr,later_failure,strong_reject
NQ,1h,150,resistance,0.9146111554775658,False,0.6516212487920711,False,False
NQ,1h,170,resistance,1.5981610583413863,False,16.49357919936654,False,False
NQ,1h,190,resistance,1.601955434934188,False,0.9060651665946657,False,False
NQ,1h,230,resistance,1.264033446348518,False,0.7986615839644446,False,False
NQ,1h,230,support,1.264033446348518,True,0.97375175065223,False,True
NQ,1h,290,resistance,3.427438296512246,True,8.43570500865224,True,False
NQ,1h,310,resistance,2.242844235545034,True,3.356881660169933,True,False
NQ,1h,330,resistance,1.3414731881653699,True,5.094813029060745,False,True
NQ,1h,350,resistance,0.700472722781933,True,6.163701629600553,False,True
NQ,1h,370,support,0.5844042040967086,False,0.3092830011578607,False,False
NQ,1h,390,resistance,0.5724867399073124,False,0.5971313035229386,False,False
NQ,1h,390,support,0.5724867399073124,True,1.456645758965019,True,False
NQ,1h,410,support,0.6416515466118804,False,1.3224534138352044,False,False
NQ,1h,430,support,2.094017392909419,True,3.009143611663315,True,False
NQ,1h,450,support,2.1943448216130426,False,1.9531948363544192,False,False
NQ,1h,490,support,1.2109050682470297,True,4.302944446276903,True,False
NQ,1h,510,support,0.8838852699832523,False,0.7731137639269743,False,False
NQ,1h,530,resistance,0.6174207256713847,True,0.8304998864218192,True,False
NQ,1h,550,resistance,1.274117079567349,False,0.5983881890822413,False,False
NQ,1h,550,support,1.274117079567349,True,1.5300595991465251,True,False
NQ,1h,570,resistance,2.2179549743017626,True,6.846781044110097,True,False
NQ,1h,570,support,2.2179549743017626,True,3.9639883014491506,False,True
NQ,1h,630,resistance,1.315761338545986,True,0.5951015472190434,True,False
NQ,1h,650,resistance,2.2685576093637354,False,0.7099961216506707,False,False
NQ,1h,670,resistance,3.5891341622019395,True,3.1698014031934933,False,True
NQ,1h,830,resistance,0.9196091056244258,True,1.2658535393780517,True,False
NQ,1h,850,resistance,1.3770885827083268,False,2.7260570446013115,False,False
NQ,1h,870,resistance,0.7761920764144493,True,0.9914099844862863,True,False
NQ,1h,890,resistance,0.7272592774203607,True,3.567921346821872,True,False
NQ,1h,910,support,0.6488730056934413,True,2.3855848743782873,True,False
NQ,1h,930,resistance,0.9668314767884826,True,1.3460813784423482,True,False
NQ,1h,930,support,0.9668314767884826,False,0.6045338821299182,False,False
NQ,1h,950,resistance,0.9870728897910019,True,1.8943079168573034,True,False
NQ,1h,970,resistance,0.9253451265369402,False,9.5113717097875,False,False
NQ,1h,990,resistance,0.36229203761195095,True,2.479092831293071,True,False
NQ,1h,990,support,0.36229203761195095,False,0.9367706348903084,False,False
NQ,1h,1050,resistance,1.4030806817059427,True,1.678222301345045,True,False
NQ,1h,1050,support,1.4030806817059427,True,1.8020097156724701,True,False
NQ,1h,1110,resistance,1.734232125866971,True,5.060597991916224,True,False
NQ,1h,1130,resistance,1.106949534540675,True,4.3602324486993425,False,True
NQ,1h,1170,support,0.6760693839727263,False,1.0429176957814852,False,False
NQ,1h,1190,support,1.1494272663351492,False,2.7032661384667964,False,False
NQ,1h,1210,support,1.1764249885075817,False,2.8608768010677017,False,False
NQ,1h,1250,resistance,1.2639672633831684,False,1.192493697753216,False,False
NQ,1h,1270,support,1.2092084975741109,True,2.0791874012280314,False,True
NQ,1h,1290,support,1.8180224406276075,True,1.60271971397243,True,False
NQ,1h,1310,resistance,1.858118919590626,True,1.5823996098737458,True,False
NQ,1h,1310,support,1.858118919590626,True,2.070591104588675,True,False
NQ,1h,1330,resistance,2.5802592987504043,True,16.17751184836333,False,True
NQ,1h,1330,support,2.5802592987504043,False,3.88891345829221,False,False
NQ,1h,1350,resistance,1.1446987225183807,True,9.9157684383658,False,True
NQ,1h,1370,resistance,0.6100701415594687,False,1.986102881676147,False,False
NQ,1h,1370,support,0.6100701415594687,True,0.5377603633315975,True,False
NQ,1h,1390,support,0.7908089639380735,False,0.9047557036776965,False,False
NQ,1h,1410,support,1.3921052453286606,False,1.8171373646348858,False,False
NQ,1h,1430,support,2.0276726730944343,True,6.709215542339024,False,True
NQ,1h,1490,resistance,1.0801367788492164,True,0.47225602591923677,True,False
NQ,1h,1530,support,1.9676255135927156,True,2.9750010519012595,True,False
NQ,1h,1610,resistance,1.0542560445077283,True,2.2470655225330147,True,False
NQ,1h,1650,support,2.5775933550539034,False,1.7292875207225495,False,False
NQ,1h,1670,support,2.804693583336792,False,3.5546623363485335,False,False
NQ,1h,1690,support,2.845705368467799,True,7.814699165382256,True,False
NQ,1h,1710,support,1.442025624279186,True,7.49357253902629,False,True
NQ,1h,1730,support,1.328580799828647,False,3.4407822401771684,False,False
NQ,1h,1810,resistance,4.0357578664199325,True,4.090102029744658,True,False
NQ,1h,1810,support,4.0357578664199325,True,8.945655836675273,False,True
NQ,1h,1830,resistance,2.4920654315436246,True,1.830687597132823,True,False
NQ,1h,1830,support,2.4920654315436246,True,6.958955689082082,False,True
NQ,1h,1850,resistance,1.8673643290629662,True,10.068400627301372,False,True
NQ,1h,1870,resistance,1.280566408397655,True,5.8131116124246285,False,True
NQ,1h,1930,resistance,1.937575897793633,False,1.9211103806182988,False,False
NQ,1h,1950,support,0.731703926087179,True,3.0582496190015886,False,True
NQ,1h,1970,resistance,0.9952215653058712,True,1.9416359573429183,True,False
NQ,1h,1970,support,0.9952215653058712,True,2.1730151979807784,False,True
NQ,1h,2010,resistance,1.4161485017851758,True,2.6581129122258482,False,True
NQ,1h,2010,support,1.4161485017851758,False,1.4677130089141663,False,False
NQ,1h,2030,resistance,2.831504732227078,True,8.353881860334795,False,True
NQ,1h,2050,resistance,1.9531687410055878,False,1.770965241992708,False,False
NQ,1h,2110,support,0.41162587137091955,True,2.9402241202734394,False,True
NQ,1h,2130,support,0.9287464505738463,True,1.7004387491585802,True,False
NQ,1h,2150,support,1.6326335885139651,True,7.924651305734404,False,True
NQ,1h,2190,support,2.018769425273905,True,3.091299189233046,False,True
NQ,1h,2210,support,1.6135396955707764,True,0.9845947944286003,True,False
NQ,1h,2270,resistance,2.266754220221994,True,1.5504624341762259,True,False
NQ,1h,2290,resistance,2.337743227582346,True,5.323661047008397,True,False
NQ,1h,2310,resistance,2.1966457785030697,True,5.211568104906823,True,False
NQ,1h,2310,support,2.1966457785030697,True,3.4175101060286783,True,False
NQ,1h,2330,resistance,0.7660632311169456,True,0.8016391373241,True,False
NQ,1h,2330,support,0.7660632311169456,True,3.0315619029801244,False,True
NQ,1h,2370,resistance,1.4310082550482157,False,0.6807938106291065,False,False
NQ,1h,2370,support,1.4310082550482157,False,1.1028592806911497,False,False
NQ,1h,2390,resistance,2.8645311107033677,True,1.370147631094918,True,False
NQ,1h,2410,resistance,3.193318569011171,False,3.1667033414100296,False,False
NQ,1h,2430,resistance,4.233353433931882,False,5.123674796144648,False,False
NQ,1h,2550,resistance,1.3484247937241647,True,7.083650986536886,True,False
NQ,1h,2570,resistance,0.9329606524814801,False,0.820174965249763,False,False
NQ,1h,2590,support,0.5206945216157274,True,7.875889921388203,False,True
NQ,1h,2630,resistance,1.0979577594687258,True,0.7185622207850256,True,False
NQ,1h,2750,resistance,0.5732608730813844,True,3.084904988065499,False,True
NQ,1h,2770,support,0.9018133754075048,True,1.709901129589068,False,True
NQ,1h,2790,support,1.4738358413608816,True,4.061850682529281,True,False
NQ,1h,2810,support,1.4639559588107116,True,10.126376011341156,False,True
NQ,1h,2850,resistance,0.791163051506515,False,0.6590183055547827,False,False
NQ,1h,2870,resistance,1.0743772747633558,False,2.3577352691606395,False,False
NQ,1h,2890,resistance,0.9221934561180923,False,3.7237501227137058,False,False
NQ,1h,2910,resistance,1.2533254646663226,False,6.1801205272710105,False,False
NQ,1h,2930,resistance,0.7246921974413687,True,2.654002863337412,True,False
NQ,1h,2950,support,0.6043479394675303,False,1.9736857635731566,False,False
